3.1415874400e+00	1	4.6656252584e+02	9.9507813483e-01	9.9507813483e-01
3.1415690400e+00	2	2.3257637293e+02	1.9961880141e+00	9.9809400704e-01
3.1415634220e+00	3	1.5867589840e+02	2.9258770404e+00	9.7529234681e-01
3.1416001420e+00	4	1.1756240445e+02	3.9491040539e+00	9.8727601348e-01
3.1416418340e+00	5	9.3310751558e+01	4.9754841778e+00	9.9509683557e-01
3.1416424400e+00	6	8.0643638135e+01	5.7570092166e+00	9.5950153609e-01
3.1416561040e+00	7	6.7288045904e+01	6.8996827261e+00	9.8566896088e-01
3.1416359340e+00	8	5.8103389172e+01	7.9903457374e+00	9.9879321718e-01
